root(nselect:0) 	 	 Verbo(nselect:0)
{situation, state of affairs}(nselect:0) 	 	 {intestacy}(nselect:0)
{situation, state of affairs}(nselect:0) 	 	 {picture, scene}(nselect:0)
{situation, state of affairs}(nselect:0) 	 	 {prison, prison house}(nselect:0)
{situation, state of affairs}(nselect:0) 	 	 {rejection}(nselect:0)
{situation, state of affairs}(nselect:0) 	 	 {size, size of it}(nselect:0)
{situation, state of affairs}(nselect:0) 	 	 {square one}(nselect:0)
{situation, state of affairs}(nselect:0) 	 	 {status quo}(nselect:0)
{situation, state of affairs}(nselect:0) 	 	 {thing}(nselect:4)
{state}(nselect:3) 	 	 {relationship}(nselect:0)
{state}(nselect:3) 	 	 {relationship}(nselect:0)
{state}(nselect:3) 	 	 {tribalism}(nselect:0)
{state}(nselect:3) 	 	 {utopia}(nselect:0)
{state}(nselect:3) 	 	 {dystopia}(nselect:0)
{state}(nselect:3) 	 	 {wild, natural state, state of nature}(nselect:0)
{state}(nselect:3) 	 	 {isomerism}(nselect:0)
{state}(nselect:3) 	 	 {degree, level, stage, point}(nselect:0)
{state}(nselect:3) 	 	 {office, power}(nselect:0)
{state}(nselect:3) 	 	 {status, position}(nselect:0)
{status, position}(nselect:0) 	 	 {high status}(nselect:0)
{high status}(nselect:0) 	 	 {center stage, centre stage}(nselect:0)
{high status}(nselect:0) 	 	 {stardom}(nselect:0)
{high status}(nselect:0) 	 	 {championship, title}(nselect:0)
{high status}(nselect:0) 	 	 {seniority, senior status, higher status, higher rank}(nselect:0)
{high status}(nselect:0) 	 	 {eminence, distinction, preeminence, note}(nselect:0)
{high status}(nselect:0) 	 	 {precedence, precedency, priority}(nselect:4)
{precedence, precedency, priority}(nselect:4) 	 	 {back burner}(nselect:0)
{precedence, precedency, priority}(nselect:4) 	 	 {front burner}(nselect:0)
{state}(nselect:3) 	 	 {being, beingness, existence}(nselect:0)
{being, beingness, existence}(nselect:0) 	 	 {possibility, possibleness}(nselect:0)
{possibility, possibleness}(nselect:0) 	 	 {conceivableness, conceivability}(nselect:0)
{possibility, possibleness}(nselect:0) 	 	 {achievability, attainability, attainableness}(nselect:0)
{possibility, possibleness}(nselect:0) 	 	 {potential, potentiality, potency}(nselect:0)
{possibility, possibleness}(nselect:0) 	 	 {opportunity, chance}(nselect:2)
{opportunity, chance}(nselect:2) 	 	 {brass ring}(nselect:0)
{opportunity, chance}(nselect:2) 	 	 {day}(nselect:0)
{opportunity, chance}(nselect:2) 	 	 {fresh start, clean slate, tabula rasa}(nselect:0)
{opportunity, chance}(nselect:2) 	 	 {hearing, audience}(nselect:0)
{opportunity, chance}(nselect:2) 	 	 {hunting ground}(nselect:0)
{opportunity, chance}(nselect:2) 	 	 {occasion}(nselect:0)
{opportunity, chance}(nselect:2) 	 	 {opening}(nselect:0)
{opportunity, chance}(nselect:2) 	 	 {room}(nselect:0)
{opportunity, chance}(nselect:2) 	 	 {say}(nselect:0)
{opportunity, chance}(nselect:2) 	 	 {shot, crack}(nselect:0)
{opportunity, chance}(nselect:2) 	 	 {street}(nselect:0)
{opportunity, chance}(nselect:2) 	 	 {throw}(nselect:0)
{state}(nselect:3) 	 	 {nonbeing}(nselect:0)
{state}(nselect:3) 	 	 {death}(nselect:0)
{state}(nselect:3) 	 	 {employment, employ}(nselect:0)
{state}(nselect:3) 	 	 {unemployment}(nselect:0)
{state}(nselect:3) 	 	 {order}(nselect:0)
{order}(nselect:0) 	 	 {harmony, concord, concordance}(nselect:0)
{harmony, concord, concordance}(nselect:0) 	 	 {comity}(nselect:0)
{harmony, concord, concordance}(nselect:0) 	 	 {agreement, accord}(nselect:0)
{harmony, concord, concordance}(nselect:0) 	 	 {peace}(nselect:6)
{order}(nselect:0) 	 	 {civil order, polity}(nselect:0)
{order}(nselect:0) 	 	 {rule of law}(nselect:0)
{order}(nselect:0) 	 	 {tranquillity, tranquility, quiet}(nselect:0)
{order}(nselect:0) 	 	 {peace}(nselect:0)
{order}(nselect:0) 	 	 {stability}(nselect:3)
{state}(nselect:3) 	 	 {disorder}(nselect:0)
{state}(nselect:3) 	 	 {hostility, enmity, antagonism}(nselect:0)
{state}(nselect:3) 	 	 {conflict}(nselect:0)
{state}(nselect:3) 	 	 {illumination}(nselect:0)
{state}(nselect:3) 	 	 {freedom}(nselect:0)
{state}(nselect:3) 	 	 {representation, delegacy, agency}(nselect:0)
{state}(nselect:3) 	 	 {dependence, dependance, dependency}(nselect:0)
{state}(nselect:3) 	 	 {motion}(nselect:0)
{state}(nselect:3) 	 	 {motionlessness, stillness, lifelessness}(nselect:0)
{state}(nselect:3) 	 	 {dead letter, non-issue}(nselect:0)
{state}(nselect:3) 	 	 {action, activity, activeness}(nselect:0)
{state}(nselect:3) 	 	 {inaction, inactivity, inactiveness}(nselect:0)
{state}(nselect:3) 	 	 {temporary state}(nselect:0)
{state}(nselect:3) 	 	 {imminence, imminency, imminentness, impendence, impendency, forthcomingness}(nselect:0)
{state}(nselect:3) 	 	 {readiness, preparedness, preparation}(nselect:0)
{state}(nselect:3) 	 	 {flux, state of flux}(nselect:0)
{state}(nselect:3) 	 	 {kalemia}(nselect:0)
{state}(nselect:3) 	 	 {enlargement}(nselect:0)
{state}(nselect:3) 	 	 {separation}(nselect:0)
{state}(nselect:3) 	 	 {union, unification}(nselect:0)
{state}(nselect:3) 	 	 {maturity, matureness}(nselect:0)
{state}(nselect:3) 	 	 {immaturity, immatureness}(nselect:0)
{state}(nselect:3) 	 	 {grace, saving grace, state of grace}(nselect:0)
{state}(nselect:3) 	 	 {damnation, eternal damnation}(nselect:0)
{state}(nselect:3) 	 	 {omniscience}(nselect:0)
{state}(nselect:3) 	 	 {omnipotence}(nselect:0)
{state}(nselect:3) 	 	 {perfection, flawlessness, ne plus ultra}(nselect:0)
{state}(nselect:3) 	 	 {integrity, unity, wholeness}(nselect:0)
{state}(nselect:3) 	 	 {imperfection, imperfectness}(nselect:0)
{imperfection, imperfectness}(nselect:0) 	 	 {failing, weakness}(nselect:0)
{imperfection, imperfectness}(nselect:0) 	 	 {flaw}(nselect:0)
{imperfection, imperfectness}(nselect:0) 	 	 {defect}(nselect:0)
{imperfection, imperfectness}(nselect:0) 	 	 {wart}(nselect:0)
{imperfection, imperfectness}(nselect:0) 	 	 {defectiveness, faultiness}(nselect:0)
{imperfection, imperfectness}(nselect:0) 	 	 {defect, fault, flaw}(nselect:3)
{defect, fault, flaw}(nselect:3) 	 	 {blister}(nselect:0)
{defect, fault, flaw}(nselect:3) 	 	 {bug, glitch}(nselect:0)
{defect, fault, flaw}(nselect:3) 	 	 {hole}(nselect:0)
{state}(nselect:3) 	 	 {receivership}(nselect:0)
{state}(nselect:3) 	 	 {ownership}(nselect:0)
{state}(nselect:3) 	 	 {obligation}(nselect:0)
{state}(nselect:3) 	 	 {end, destruction, death}(nselect:0)
{state}(nselect:3) 	 	 {revocation, annulment}(nselect:0)
{state}(nselect:3) 	 	 {merchantability}(nselect:0)
{state}(nselect:3) 	 	 {turgor}(nselect:0)
{state}(nselect:3) 	 	 {homozygosity}(nselect:0)
{state}(nselect:3) 	 	 {heterozygosity}(nselect:0)
{state}(nselect:3) 	 	 {neotony}(nselect:0)
{state}(nselect:3) 	 	 {plurality}(nselect:0)
{state}(nselect:3) 	 	 {polyvalence, polyvalency}(nselect:0)
{state}(nselect:3) 	 	 {polyvalence, polyvalency, multivalence, multivalency}(nselect:0)
{state}(nselect:3) 	 	 {paternity}(nselect:0)
{state}(nselect:3) 	 	 {utilization}(nselect:0)
{attribute}(nselect:0) 	 	 {shape, form}(nselect:0)
{shape, form}(nselect:0) 	 	 {line}(nselect:0)
{line}(nselect:0) 	 	 {boundary, edge, bound}(nselect:0)
{boundary, edge, bound}(nselect:0) 	 	 {rim}(nselect:0)
{boundary, edge, bound}(nselect:0) 	 	 {margin, border, perimeter}(nselect:0)
{boundary, edge, bound}(nselect:0) 	 	 {periphery, fringe, outer boundary}(nselect:0)
{boundary, edge, bound}(nselect:0) 	 	 {upper bound}(nselect:0)
{boundary, edge, bound}(nselect:0) 	 	 {lower bound}(nselect:0)
{boundary, edge, bound}(nselect:0) 	 	 {thalweg}(nselect:0)
{boundary, edge, bound}(nselect:0) 	 	 {brink, threshold, verge}(nselect:6)
{attribute}(nselect:0) 	 	 {time}(nselect:0)
{attribute}(nselect:0) 	 	 {space, infinite}(nselect:0)
{attribute}(nselect:0) 	 	 {human nature}(nselect:0)
{attribute}(nselect:0) 	 	 {trait}(nselect:0)
{trait}(nselect:0) 	 	 {seriousness, earnestness, serious-mindedness, sincerity}(nselect:0)
{seriousness, earnestness, serious-mindedness, sincerity}(nselect:0) 	 	 {committedness, commitment}(nselect:0)
{committedness, commitment}(nselect:0) 	 	 {investment}(nselect:4)
{attribute}(nselect:0) 	 	 {character}(nselect:0)
{attribute}(nselect:0) 	 	 {thing}(nselect:0)
{attribute}(nselect:0) 	 	 {common denominator}(nselect:0)
{attribute}(nselect:0) 	 	 {personality}(nselect:0)
{attribute}(nselect:0) 	 	 {cheerfulness, cheer, sunniness, sunshine}(nselect:0)
{attribute}(nselect:0) 	 	 {uncheerfulness}(nselect:0)
{attribute}(nselect:0) 	 	 {ballast}(nselect:0)
{attribute}(nselect:0) 	 	 {ethos}(nselect:0)
{attribute}(nselect:0) 	 	 {eidos}(nselect:0)
{attribute}(nselect:0) 	 	 {property}(nselect:0)
{property}(nselect:0) 	 	 {temporal property}(nselect:0)
{temporal property}(nselect:0) 	 	 {pace, rate}(nselect:0)
{pace, rate}(nselect:0) 	 	 {speed, swiftness, fastness}(nselect:0)
{pace, rate}(nselect:0) 	 	 {beat}(nselect:0)
{pace, rate}(nselect:0) 	 	 {celerity, quickness, rapidity, rapidness, speediness}(nselect:0)
{pace, rate}(nselect:0) 	 	 {sluggishness}(nselect:0)
{pace, rate}(nselect:0) 	 	 {slowness, deliberation, deliberateness, unhurriedness}(nselect:6)
{slowness, deliberation, deliberateness, unhurriedness}(nselect:6) 	 	 {leisureliness}(nselect:0)
{slowness, deliberation, deliberateness, unhurriedness}(nselect:6) 	 	 {dilatoriness, procrastination}(nselect:0)
{property}(nselect:0) 	 	 {magnitude}(nselect:0)
{magnitude}(nselect:0) 	 	 {amount}(nselect:0)
{amount}(nselect:0) 	 	 {positivity, positiveness}(nselect:0)
{amount}(nselect:0) 	 	 {negativity, negativeness}(nselect:0)
{amount}(nselect:0) 	 	 {critical mass}(nselect:0)
{amount}(nselect:0) 	 	 {quantity}(nselect:0)
{amount}(nselect:0) 	 	 {increase, increment}(nselect:0)
{amount}(nselect:0) 	 	 {decrease, decrement}(nselect:0)
{amount}(nselect:0) 	 	 {smallness}(nselect:0)
{amount}(nselect:0) 	 	 {insufficiency, inadequacy, deficiency}(nselect:0)
{amount}(nselect:0) 	 	 {margin}(nselect:0)
{amount}(nselect:0) 	 	 {number, figure}(nselect:5)
{number, figure}(nselect:5) 	 	 {numerousness, numerosity, multiplicity}(nselect:0)
{number, figure}(nselect:5) 	 	 {preponderance, prevalence}(nselect:0)
{number, figure}(nselect:5) 	 	 {innumerableness, countlessness}(nselect:0)
{number, figure}(nselect:5) 	 	 {majority, bulk}(nselect:0)
{number, figure}(nselect:5) 	 	 {minority}(nselect:0)
{number, figure}(nselect:5) 	 	 {fewness}(nselect:0)
{number, figure}(nselect:5) 	 	 {roundness}(nselect:0)
{property}(nselect:0) 	 	 {actinism}(nselect:0)
{property}(nselect:0) 	 	 {isotropy, symmetry}(nselect:0)
{property}(nselect:0) 	 	 {anisotropy}(nselect:0)
{property}(nselect:0) 	 	 {characteristic, device characteristic}(nselect:0)
{property}(nselect:0) 	 	 {connectivity}(nselect:0)
{property}(nselect:0) 	 	 {duality, wave-particle duality}(nselect:0)
{property}(nselect:0) 	 	 {heredity, genetic endowment}(nselect:0)
{property}(nselect:0) 	 	 {manner, mode, style, way, fashion}(nselect:0)
{property}(nselect:0) 	 	 {constitution, composition, physical composition, makeup, make-up}(nselect:0)
{property}(nselect:0) 	 	 {consistency, consistence, eubstance, body}(nselect:0)
{property}(nselect:0) 	 	 {disposition}(nselect:0)
{property}(nselect:0) 	 	 {tactile property, feel}(nselect:0)
{property}(nselect:0) 	 	 {optics}(nselect:0)
{property}(nselect:0) 	 	 {visual property}(nselect:0)
{property}(nselect:0) 	 	 {olfactory property, smell, aroma, odor, odour, scent}(nselect:0)
{property}(nselect:0) 	 	 {sound property}(nselect:0)
{property}(nselect:0) 	 	 {fullness, mellowness, richness}(nselect:0)
{property}(nselect:0) 	 	 {taste property}(nselect:0)
{property}(nselect:0) 	 	 {saltiness}(nselect:0)
{property}(nselect:0) 	 	 {edibility, edibleness}(nselect:0)
{property}(nselect:0) 	 	 {bodily property}(nselect:0)
{property}(nselect:0) 	 	 {physical property}(nselect:0)
{property}(nselect:0) 	 	 {chemical property}(nselect:0)
{property}(nselect:0) 	 	 {sustainability}(nselect:0)
{property}(nselect:0) 	 	 {strength}(nselect:0)
{property}(nselect:0) 	 	 {concentration}(nselect:0)
{property}(nselect:0) 	 	 {weakness}(nselect:0)
{property}(nselect:0) 	 	 {viability}(nselect:0)
{property}(nselect:0) 	 	 {spatial property, spatiality}(nselect:0)
{property}(nselect:0) 	 	 {degree, grade, level}(nselect:0)
{property}(nselect:0) 	 	 {size}(nselect:0)
{property}(nselect:0) 	 	 {hydrophobicity}(nselect:0)
{property}(nselect:0) 	 	 {analyticity}(nselect:0)
{property}(nselect:0) 	 	 {compositeness}(nselect:0)
{property}(nselect:0) 	 	 {primality}(nselect:0)
{property}(nselect:0) 	 	 {selectivity}(nselect:0)
{property}(nselect:0) 	 	 {vascularity}(nselect:0)
{property}(nselect:0) 	 	 {extension}(nselect:0)
{property}(nselect:0) 	 	 {solvability, solubility}(nselect:0)
{property}(nselect:0) 	 	 {unsolvability, insolubility}(nselect:0)
{property}(nselect:0) 	 	 {age}(nselect:5)
{age}(nselect:5) 	 	 {chronological age}(nselect:0)
{age}(nselect:5) 	 	 {bone age}(nselect:0)
{age}(nselect:5) 	 	 {developmental age}(nselect:0)
{age}(nselect:5) 	 	 {fetal age, fertilization age, gestational age}(nselect:0)
{age}(nselect:5) 	 	 {mental age}(nselect:0)
{age}(nselect:5) 	 	 {oldness}(nselect:0)
{age}(nselect:5) 	 	 {newness}(nselect:0)
{age}(nselect:5) 	 	 {oldness}(nselect:0)
{age}(nselect:5) 	 	 {youngness}(nselect:0)
{attribute}(nselect:0) 	 	 {inheritance, heritage}(nselect:0)
{attribute}(nselect:0) 	 	 {depth}(nselect:0)
{abstraction, abstract entity}(nselect:0) 	 	 {group, grouping}(nselect:0)
{group, grouping}(nselect:0) 	 	 {social group}(nselect:0)
{social group}(nselect:0) 	 	 {kin, kin group, kinship group, kindred, clan, tribe}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {mishpocha, mishpachah}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {folks}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {genealogy, family tree}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {totem}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {Tribes of Israel, Twelve Tribes of Israel}(nselect:0)
{kin, kin group, kinship group, kindred, clan, tribe}(nselect:0) 	 	 {family, family unit}(nselect:4)
{family, family unit}(nselect:4) 	 	 {couple, mates, match}(nselect:0)
{family, family unit}(nselect:4) 	 	 {marriage, married couple, man and wife}(nselect:0)
{social group}(nselect:0) 	 	 {organization, organisation}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {polity}(nselect:0)
{polity}(nselect:0) 	 	 {government, authorities, regime}(nselect:15)
{government, authorities, regime}(nselect:15) 	 	 {authoritarian state, authoritarian regime}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {bureaucracy}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {ancien regime}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {court, royal court}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {Downing Street}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {empire}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {federal government}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {government-in-exile}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {local government}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {military government, stratocracy}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {palace}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {papacy, pontificate}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {puppet government, puppet state, pupet regime}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {state}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {state government}(nselect:0)
{government, authorities, regime}(nselect:15) 	 	 {totalitarian state, totalitation regime}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {unit, social unit}(nselect:0)
{unit, social unit}(nselect:0) 	 	 {administrative unit, administrative body}(nselect:0)
{administrative unit, administrative body}(nselect:0) 	 	 {division}(nselect:0)
{division}(nselect:0) 	 	 {department, section}(nselect:0)
{department, section}(nselect:0) 	 	 {government department}(nselect:0)
{government department}(nselect:0) 	 	 {treasury}(nselect:0)
{government department}(nselect:0) 	 	 {local department, department of local government}(nselect:0)
{government department}(nselect:0) 	 	 {Special Branch}(nselect:0)
{government department}(nselect:0) 	 	 {State Department}(nselect:0)
{government department}(nselect:0) 	 	 {federal department, federal office, department of the federal government}(nselect:0)
{government department}(nselect:0) 	 	 {admiralty}(nselect:0)
{government department}(nselect:0) 	 	 {ministry}(nselect:1)
{ministry}(nselect:1) 	 	 {Foreign Office}(nselect:0)
{ministry}(nselect:1) 	 	 {Home Office}(nselect:0)
{division}(nselect:0) 	 	 {branch, subdivision, arm}(nselect:5)
{branch, subdivision, arm}(nselect:5) 	 	 {post office, local post office}(nselect:0)
{branch, subdivision, arm}(nselect:5) 	 	 {executive branch, Executive Office of the President}(nselect:0)
{branch, subdivision, arm}(nselect:5) 	 	 {legislative branch}(nselect:0)
{branch, subdivision, arm}(nselect:5) 	 	 {judicial branch}(nselect:0)
{administrative unit, administrative body}(nselect:0) 	 	 {agency, federal agency, government agency, bureau, office, authority}(nselect:3)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {law enforcement agency}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Federal Bureau of Investigation, FBI}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Federal Law Enforcement Training Center, FLETC}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Financial Crimes Enforcement Network, FinCEN}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Bureau of Alcohol Tobacco and Firearms, ATF}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Criminal Investigation Command, CID}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Drug Enforcement Administration, Drug Enforcement Agency, DEA}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Federal Bureau of Prisons, BoP}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Federal Judiciary}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {National Institute of Justice, NIJ}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {United States Marshals Service, US Marshals Service, Marshals}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {police, police force, constabulary, law}(nselect:4)
{police, police force, constabulary, law}(nselect:4) 	 	 {Europol, European Law Enforcement Organisation}(nselect:0)
{police, police force, constabulary, law}(nselect:4) 	 	 {gendarmerie, gendarmery}(nselect:0)
{police, police force, constabulary, law}(nselect:4) 	 	 {Mutawa'een, Mutawa}(nselect:0)
{police, police force, constabulary, law}(nselect:4) 	 	 {Royal Canadian Mounted Police, RCMP, Mounties}(nselect:0)
{police, police force, constabulary, law}(nselect:4) 	 	 {Scotland Yard, New Scotland Yard}(nselect:0)
{police, police force, constabulary, law}(nselect:4) 	 	 {secret police}(nselect:0)
{police, police force, constabulary, law}(nselect:4) 	 	 {Schutzstaffel, SS}(nselect:0)
{police, police force, constabulary, law}(nselect:4) 	 	 {posse, posse comitatus}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {executive agency}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Food and Drug Administration, FDA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Center for Disease Control and Prevention, CDC}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Counterterrorist Center, CTC}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Nonproliferation Center, NPC}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Bureau of the Census, Census Bureau}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {National Oceanic and Atmospheric Administration, NOAA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {National Climatic Data Center, NCDC}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {National Weather Service}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Technology Administration}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {National Institute of Standards and Technology, NIST}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {National Technical Information Service, NTIS}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Defense Advanced Research Projects Agency, DARPA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Department of Defense Laboratory System, LABLINK}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Department of Energy Intelligence, DOEI}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {United States Public Health Service, PHS}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {National Institutes of Health, NIH}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Bureau of Justice Assistance, BJA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Bureau of Justice Statistics, BJS}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Immigration and Naturalization Service, INS}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {United States Border Patrol, US Border Patrol}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Bureau of Diplomatic Security, DS}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Foreign Service}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Bureau of Intelligence and Research, INR}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {United States Fish and Wildlife Service, US Fish and Wildlife Service, FWS}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {National Park Service}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Financial Management Service}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Office of Intelligence Support, OIS}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Comptroller of the Currency}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Bureau of Customs, Customs Bureau, Customs Service, USCB}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Bureau of Engraving and Printing}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Internal Revenue Service, IRS}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Federal Aviation Agency, FAA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Transportation Security Administration, TSA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Government Accounting Office, GAO, United States Government Accounting Office}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {United States Navy, US Navy, USN, Navy}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {United States Coast Guard, U. S. Coast Guard, US Coast Guard}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Naval Air Warfare Center Weapons Division, NAWCWPNS}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Naval Special Warfare, NSW}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Naval Surface Warfare Center, NSWC}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Naval Underwater Warfare Center, NUWC}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Office of Naval Intelligence, ONI}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Marine Corps Intelligence Activity, MCIA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {United States Air Force, U. S. Air Force, US Air Force, Air Force, USAF}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Air Force Intelligence Surveillance and Reconnaissance, Air Force ISR, AFISR}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {independent agency}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Advanced Research and Development Activity, ARDA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Defense Logistics Agency}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Defense Reutilization and Marketing Service, DRMS}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Defense Technical Information Center, DTIC}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Occupational Safety and Health Administration, OSHA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {organ}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Patent and Trademark Office Database, Patent Office}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {United States Government Printing Office, US Government Printing Office, Government Printing Office, GPO}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {National Guard Bureau, NGB}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {United States Army, US Army, U. S. Army, Army, USA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Army Intelligence, AI}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Ballistic Missile Defense Organization, BMDO}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Defense Information Systems Agency, DISA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {National Geospatial-Intelligence Agency, NGA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Casualty Care Research Center, CCRC}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {Federal Housing Administration, FHA}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:3) 	 	 {local authority}(nselect:0)
