root(nselect:0) 	 	 Verbo(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {speech act}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {production}(nselect:4)
{production}(nselect:4) 	 	 {rainmaking}(nselect:0)
{production}(nselect:4) 	 	 {devising, fashioning, making}(nselect:0)
{production}(nselect:4) 	 	 {foliation}(nselect:0)
{production}(nselect:4) 	 	 {canalization, canalisation}(nselect:0)
{production}(nselect:4) 	 	 {growing}(nselect:0)
{production}(nselect:4) 	 	 {steel production}(nselect:0)
{event}(nselect:5) 	 	 {group action}(nselect:0)
{group action}(nselect:0) 	 	 {transaction, dealing, dealings}(nselect:0)
{transaction, dealing, dealings}(nselect:0) 	 	 {affairs}(nselect:0)
{affairs}(nselect:0) 	 	 {world affairs, international affairs}(nselect:0)
{affairs}(nselect:0) 	 	 {politics}(nselect:6)
{event}(nselect:5) 	 	 {might-have-been}(nselect:0)
{event}(nselect:5) 	 	 {nonevent}(nselect:0)
{event}(nselect:5) 	 	 {social event}(nselect:0)
{social event}(nselect:0) 	 	 {show}(nselect:0)
{show}(nselect:0) 	 	 {stage dancing, choreography}(nselect:0)
{show}(nselect:0) 	 	 {movie, film, picture, moving picture, moving-picture show, motion picture, motion-picture show, picture show, pic, flick}(nselect:0)
{show}(nselect:0) 	 	 {attraction}(nselect:0)
{show}(nselect:0) 	 	 {performance, public presentation}(nselect:0)
{show}(nselect:0) 	 	 {burlesque}(nselect:0)
{show}(nselect:0) 	 	 {play}(nselect:0)
{show}(nselect:0) 	 	 {galanty show, shadow show, shadow play}(nselect:0)
{show}(nselect:0) 	 	 {puppet show, puppet play}(nselect:0)
{show}(nselect:0) 	 	 {variety show, variety}(nselect:0)
{show}(nselect:0) 	 	 {broadcast, program, programme}(nselect:3)
{broadcast, program, programme}(nselect:3) 	 	 {news program, news show, news}(nselect:0)
{broadcast, program, programme}(nselect:3) 	 	 {rerun}(nselect:0)
{broadcast, program, programme}(nselect:3) 	 	 {talk show, chat show}(nselect:0)
{broadcast, program, programme}(nselect:3) 	 	 {television program, TV program, television show, TV show}(nselect:0)
{broadcast, program, programme}(nselect:3) 	 	 {game show, giveaway}(nselect:0)
{broadcast, program, programme}(nselect:3) 	 	 {serial, series}(nselect:0)
{broadcast, program, programme}(nselect:3) 	 	 {episode, installment, instalment}(nselect:0)
{broadcast, program, programme}(nselect:3) 	 	 {sustaining program}(nselect:0)
{social event}(nselect:0) 	 	 {affair, occasion, social occasion, function, social function}(nselect:0)
{affair, occasion, social occasion, function, social function}(nselect:0) 	 	 {ceremony, ceremonial, ceremonial occasion, observance}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {circumstance}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {funeral}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {wedding, wedding ceremony, nuptials, hymeneals}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {pageant, pageantry}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {dedication}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {commemoration, memorialization, memorialisation}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {military ceremony}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {initiation, induction, installation}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {exercise}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {fire walking}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {formality, formalities}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {Maundy}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {potlatch}(nselect:0)
{ceremony, ceremonial, ceremonial occasion, observance}(nselect:0) 	 	 {opening}(nselect:6)
{affair, occasion, social occasion, function, social function}(nselect:0) 	 	 {celebration, jubilation}(nselect:0)
{affair, occasion, social occasion, function, social function}(nselect:0) 	 	 {fundraiser}(nselect:0)
{affair, occasion, social occasion, function, social function}(nselect:0) 	 	 {photo opportunity, photo op}(nselect:0)
{affair, occasion, social occasion, function, social function}(nselect:0) 	 	 {sleepover}(nselect:0)
{affair, occasion, social occasion, function, social function}(nselect:0) 	 	 {party}(nselect:5)
{party}(nselect:5) 	 	 {bash, do, brawl}(nselect:0)
{party}(nselect:5) 	 	 {birthday party}(nselect:0)
{party}(nselect:5) 	 	 {bunfight, bun-fight}(nselect:0)
{party}(nselect:5) 	 	 {ceilidh}(nselect:0)
{party}(nselect:5) 	 	 {cocktail party}(nselect:0)
{party}(nselect:5) 	 	 {dance}(nselect:0)
{party}(nselect:5) 	 	 {fete, feast, fiesta}(nselect:0)
{party}(nselect:5) 	 	 {house party}(nselect:0)
{party}(nselect:5) 	 	 {jolly}(nselect:0)
{party}(nselect:5) 	 	 {tea party}(nselect:0)
{party}(nselect:5) 	 	 {whist drive}(nselect:0)
{event}(nselect:5) 	 	 {miracle}(nselect:0)
{event}(nselect:5) 	 	 {migration}(nselect:0)
{event}(nselect:5) 	 	 {makeup, make-up}(nselect:0)
{event}(nselect:5) 	 	 {zap}(nselect:0)
{psychological feature}(nselect:0) 	 	 {cognition, knowledge, noesis}(nselect:0)
{cognition, knowledge, noesis}(nselect:0) 	 	 {content, cognitive content, mental object}(nselect:0)
{content, cognitive content, mental object}(nselect:0) 	 	 {idea, thought}(nselect:0)
{idea, thought}(nselect:0) 	 	 {plan, program, programme}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {audit program, audit programme}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {outline, schema, scheme}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {master plan}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {blueprint, design, pattern}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {plan of action}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {regimen, regime}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {agenda, docket, schedule}(nselect:4)
{agenda, docket, schedule}(nselect:4) 	 	 {menu, fare}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {pension plan, pension account, retirement plan, retirement savings plan, retirement savings account, retirement account, retirement program}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {employee savings plan}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {road map, guideline}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {stock purchase plan}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {budget}(nselect:0)
{plan, program, programme}(nselect:0) 	 	 {project, projection}(nselect:8)
{project, projection}(nselect:8) 	 	 {moneymaker, money-spinner, cash cow}(nselect:0)
{idea, thought}(nselect:0) 	 	 {ideal}(nselect:0)
{ideal}(nselect:0) 	 	 {value}(nselect:0)
{ideal}(nselect:0) 	 	 {paragon, idol, perfection, beau ideal}(nselect:0)
{ideal}(nselect:0) 	 	 {criterion, standard}(nselect:0)
{ideal}(nselect:0) 	 	 {ego ideal}(nselect:0)
{ideal}(nselect:0) 	 	 {exemplar, example, model, good example}(nselect:2)
{exemplar, example, model, good example}(nselect:2) 	 	 {beauty, beaut}(nselect:0)
{exemplar, example, model, good example}(nselect:2) 	 	 {pacesetter, pacemaker}(nselect:0)
{exemplar, example, model, good example}(nselect:2) 	 	 {pattern}(nselect:0)
{exemplar, example, model, good example}(nselect:2) 	 	 {prodigy}(nselect:0)
{idea, thought}(nselect:0) 	 	 {concept, conception, construct}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {conceptualization, conceptualisation, conceptuality}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {notion}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {category}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {rule, regulation}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {property, attribute, dimension}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {abstraction, abstract}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {quantity}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {whole}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {law, natural law}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {law, law of nature}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {lexicalized concept}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {hypothesis, possibility, theory}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {fact}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {rule, linguistic rule}(nselect:0)
{concept, conception, construct}(nselect:0) 	 	 {part, section, division}(nselect:2)
{part, section, division}(nselect:2) 	 	 {frame}(nselect:0)
{part, section, division}(nselect:2) 	 	 {beginning}(nselect:0)
{part, section, division}(nselect:2) 	 	 {middle}(nselect:0)
{part, section, division}(nselect:2) 	 	 {end}(nselect:0)
{part, section, division}(nselect:2) 	 	 {high point}(nselect:0)
{part, section, division}(nselect:2) 	 	 {component, constituent, element, factor, ingredient}(nselect:0)
{part, section, division}(nselect:2) 	 	 {chukker, chukka}(nselect:0)
{part, section, division}(nselect:2) 	 	 {inning, frame}(nselect:0)
{part, section, division}(nselect:2) 	 	 {game}(nselect:0)
{part, section, division}(nselect:2) 	 	 {turn, bout, round}(nselect:0)
{part, section, division}(nselect:2) 	 	 {first period}(nselect:0)
{part, section, division}(nselect:2) 	 	 {second period}(nselect:0)
{part, section, division}(nselect:2) 	 	 {final period}(nselect:0)
{part, section, division}(nselect:2) 	 	 {half}(nselect:0)
{part, section, division}(nselect:2) 	 	 {period}(nselect:0)
{part, section, division}(nselect:2) 	 	 {quarter}(nselect:0)
{part, section, division}(nselect:2) 	 	 {over}(nselect:0)
{content, cognitive content, mental object}(nselect:0) 	 	 {topic, subject, issue, matter}(nselect:0)
{topic, subject, issue, matter}(nselect:0) 	 	 {blind spot}(nselect:0)
{topic, subject, issue, matter}(nselect:0) 	 	 {remit}(nselect:0)
{topic, subject, issue, matter}(nselect:0) 	 	 {res judicata, res adjudicata}(nselect:0)
{topic, subject, issue, matter}(nselect:0) 	 	 {area}(nselect:2)
{area}(nselect:2) 	 	 {grey area, gray area}(nselect:0)
{area}(nselect:2) 	 	 {territory}(nselect:0)
{content, cognitive content, mental object}(nselect:0) 	 	 {goal, end}(nselect:0)
{goal, end}(nselect:0) 	 	 {bourn, bourne}(nselect:0)
{goal, end}(nselect:0) 	 	 {end-all}(nselect:0)
{goal, end}(nselect:0) 	 	 {destination, terminus}(nselect:0)
{goal, end}(nselect:0) 	 	 {no-goal}(nselect:0)
{goal, end}(nselect:0) 	 	 {purpose, intent, intention, aim, design}(nselect:0)
{goal, end}(nselect:0) 	 	 {intention}(nselect:0)
{goal, end}(nselect:0) 	 	 {aim, object, objective, target}(nselect:1)
{aim, object, objective, target}(nselect:1) 	 	 {grail}(nselect:0)
{aim, object, objective, target}(nselect:1) 	 	 {business}(nselect:0)
{aim, object, objective, target}(nselect:1) 	 	 {point}(nselect:0)
{aim, object, objective, target}(nselect:1) 	 	 {thing}(nselect:0)
{cognition, knowledge, noesis}(nselect:0) 	 	 {information}(nselect:0)
{information}(nselect:0) 	 	 {datum, data point}(nselect:0)
{datum, data point}(nselect:0) 	 	 {statistic}(nselect:0)
{statistic}(nselect:0) 	 	 {demographic}(nselect:0)
{statistic}(nselect:0) 	 	 {deviation}(nselect:0)
{statistic}(nselect:0) 	 	 {moment}(nselect:0)
{statistic}(nselect:0) 	 	 {nonparametric statistic, distribution free statistic}(nselect:0)
{statistic}(nselect:0) 	 	 {parametric statistic}(nselect:0)
{statistic}(nselect:0) 	 	 {time series}(nselect:0)
{statistic}(nselect:0) 	 	 {vital statistics}(nselect:0)
{statistic}(nselect:0) 	 	 {average, norm}(nselect:6)
{average, norm}(nselect:6) 	 	 {age norm}(nselect:0)
{average, norm}(nselect:6) 	 	 {mode, modal value}(nselect:0)
{average, norm}(nselect:6) 	 	 {median, median value}(nselect:0)
{average, norm}(nselect:6) 	 	 {mean, mean value}(nselect:0)
{datum, data point}(nselect:0) 	 	 {reading, meter reading, indication}(nselect:0)
{reading, meter reading, indication}(nselect:0) 	 	 {clock time, time}(nselect:0)
{clock time, time}(nselect:0) 	 	 {hour, time of day}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {noon, twelve noon, high noon, midday, noonday, noontide}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {mealtime}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {late-night hour}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {midnight}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {small hours}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {bedtime}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {closing time}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {early-morning hour}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {sunset, sundown}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {twilight, dusk, gloaming, gloam, nightfall, evenfall, fall, crepuscule, crepuscle}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {none}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {happy hour}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {rush hour}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {zero hour}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {canonical hour}(nselect:0)
{hour, time of day}(nselect:0) 	 	 {dawn, dawning, morning, aurora, first light, daybreak, break of day, break of the day, dayspring, sunrise, sunup, cockcrow}(nselect:5)
{cognition, knowledge, noesis}(nselect:0) 	 	 {process, cognitive process, mental process, operation, cognitive operation}(nselect:0)
{process, cognitive process, mental process, operation, cognitive operation}(nselect:0) 	 	 {higher cognitive process}(nselect:0)
{higher cognitive process}(nselect:0) 	 	 {knowing}(nselect:0)
{knowing}(nselect:0) 	 	 {incognizance}(nselect:0)
{knowing}(nselect:0) 	 	 {know}(nselect:0)
{knowing}(nselect:0) 	 	 {cognizance, ken}(nselect:0)
{knowing}(nselect:0) 	 	 {prevision, foresight, farsightedness, prospicience}(nselect:0)
{knowing}(nselect:0) 	 	 {understanding, apprehension, discernment, savvy}(nselect:0)
{knowing}(nselect:0) 	 	 {awareness, consciousness, cognizance, cognisance, knowingness}(nselect:4)
{awareness, consciousness, cognizance, cognisance, knowingness}(nselect:4) 	 	 {self-awareness}(nselect:0)
{awareness, consciousness, cognizance, cognisance, knowingness}(nselect:4) 	 	 {feel}(nselect:0)
{awareness, consciousness, cognizance, cognisance, knowingness}(nselect:4) 	 	 {sense}(nselect:0)
{process, cognitive process, mental process, operation, cognitive operation}(nselect:0) 	 	 {basic cognitive process}(nselect:0)
{basic cognitive process}(nselect:0) 	 	 {inattention}(nselect:0)
{inattention}(nselect:0) 	 	 {disregard, neglect}(nselect:0)
{disregard, neglect}(nselect:0) 	 	 {omission}(nselect:6)
{omission}(nselect:6) 	 	 {oversight, inadvertence}(nselect:0)
{omission}(nselect:6) 	 	 {pretermission}(nselect:0)
{omission}(nselect:6) 	 	 {exception, exclusion, elision}(nselect:0)
{cognition, knowledge, noesis}(nselect:0) 	 	 {cognitive factor}(nselect:0)
{cognitive factor}(nselect:0) 	 	 {difficulty}(nselect:0)
{difficulty}(nselect:0) 	 	 {facer}(nselect:0)
{difficulty}(nselect:0) 	 	 {killer}(nselect:0)
{difficulty}(nselect:0) 	 	 {kink}(nselect:0)
{difficulty}(nselect:0) 	 	 {pisser}(nselect:0)
{difficulty}(nselect:0) 	 	 {pitfall, booby trap}(nselect:0)
{difficulty}(nselect:0) 	 	 {snorter}(nselect:0)
{difficulty}(nselect:0) 	 	 {hindrance, hinderance, deterrent, impediment, balk, baulk, check, handicap}(nselect:0)
{difficulty}(nselect:0) 	 	 {wrinkle}(nselect:0)
{difficulty}(nselect:0) 	 	 {trouble, problem}(nselect:1)
{trouble, problem}(nselect:1) 	 	 {pressure point}(nselect:0)
{trouble, problem}(nselect:1) 	 	 {can of worms}(nselect:0)
{trouble, problem}(nselect:1) 	 	 {deep water}(nselect:0)
{trouble, problem}(nselect:1) 	 	 {growing pains}(nselect:0)
{trouble, problem}(nselect:1) 	 	 {hydra}(nselect:0)
{trouble, problem}(nselect:1) 	 	 {matter}(nselect:0)
{psychological feature}(nselect:0) 	 	 {motivation, motive, need}(nselect:0)
{abstraction, abstract entity}(nselect:0) 	 	 {communication}(nselect:0)
{communication}(nselect:0) 	 	 {indication, indicant}(nselect:0)
{indication, indicant}(nselect:0) 	 	 {evidence}(nselect:0)
{evidence}(nselect:0) 	 	 {smoking gun}(nselect:0)
{evidence}(nselect:0) 	 	 {clue, clew, cue}(nselect:0)
{evidence}(nselect:0) 	 	 {footprint evidence}(nselect:0)
{evidence}(nselect:0) 	 	 {testimony, testimonial}(nselect:0)
{evidence}(nselect:0) 	 	 {argument, statement}(nselect:0)
{evidence}(nselect:0) 	 	 {attestation}(nselect:0)
{evidence}(nselect:0) 	 	 {identification}(nselect:0)
{identification}(nselect:0) 	 	 {positive identification}(nselect:0)
{positive identification}(nselect:0) 	 	 {key}(nselect:0)
{positive identification}(nselect:0) 	 	 {card, identity card}(nselect:0)
{positive identification}(nselect:0) 	 	 {password, watchword, word, parole, countersign}(nselect:0)
{positive identification}(nselect:0) 	 	 {green card}(nselect:0)
{positive identification}(nselect:0) 	 	 {ID, I.D.}(nselect:0)
{positive identification}(nselect:0) 	 	 {credit card, charge card, charge plate, plastic}(nselect:0)
{positive identification}(nselect:0) 	 	 {debit card}(nselect:0)
{positive identification}(nselect:0) 	 	 {smart card}(nselect:0)
{positive identification}(nselect:0) 	 	 {number, identification number}(nselect:2)
{number, identification number}(nselect:2) 	 	 {bank identification number, BIN, ABA transit number}(nselect:0)
{number, identification number}(nselect:2) 	 	 {license number, registration number}(nselect:0)
{number, identification number}(nselect:2) 	 	 {Social Security number}(nselect:0)
