root(nselect:0) 	 	 Verbo(nselect:0)
{polity}(nselect:0) 	 	 {government, authorities, regime}(nselect:38)
{government, authorities, regime}(nselect:38) 	 	 {authoritarian state, authoritarian regime}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {bureaucracy}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {ancien regime}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {court, royal court}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {Downing Street}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {empire}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {federal government}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {government-in-exile}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {local government}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {military government, stratocracy}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {palace}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {papacy, pontificate}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {puppet government, puppet state, pupet regime}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {state}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {state government}(nselect:0)
{government, authorities, regime}(nselect:38) 	 	 {totalitarian state, totalitation regime}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {quango, quasi-NGO}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {institution, establishment}(nselect:0)
{institution, establishment}(nselect:0) 	 	 {medical institution}(nselect:0)
{institution, establishment}(nselect:0) 	 	 {financial institution, financial organization, financial organisation}(nselect:0)
{institution, establishment}(nselect:0) 	 	 {issuer}(nselect:0)
{institution, establishment}(nselect:0) 	 	 {charity}(nselect:0)
{institution, establishment}(nselect:0) 	 	 {religion, faith, organized religion}(nselect:0)
{institution, establishment}(nselect:0) 	 	 {vicariate, vicarship}(nselect:0)
{institution, establishment}(nselect:0) 	 	 {educational institution}(nselect:0)
{institution, establishment}(nselect:0) 	 	 {academy, honorary society}(nselect:0)
{institution, establishment}(nselect:0) 	 	 {company}(nselect:4)
{company}(nselect:4) 	 	 {broadcasting company}(nselect:0)
{company}(nselect:4) 	 	 {bureau de change}(nselect:0)
{company}(nselect:4) 	 	 {car company, auto company}(nselect:0)
{company}(nselect:4) 	 	 {dot-com, dot com, dot com company}(nselect:0)
{company}(nselect:4) 	 	 {drug company, pharmaceutical company, pharma}(nselect:0)
{company}(nselect:4) 	 	 {East India Company}(nselect:0)
{company}(nselect:4) 	 	 {electronics company}(nselect:0)
{company}(nselect:4) 	 	 {film company}(nselect:0)
{company}(nselect:4) 	 	 {food company}(nselect:0)
{company}(nselect:4) 	 	 {furniture company}(nselect:0)
{company}(nselect:4) 	 	 {mining company}(nselect:0)
{company}(nselect:4) 	 	 {shipping company}(nselect:0)
{company}(nselect:4) 	 	 {steel company}(nselect:0)
{company}(nselect:4) 	 	 {subsidiary company, subsidiary}(nselect:0)
{company}(nselect:4) 	 	 {transportation company}(nselect:0)
{company}(nselect:4) 	 	 {distributor}(nselect:0)
{company}(nselect:4) 	 	 {oil company}(nselect:0)
{company}(nselect:4) 	 	 {packaging company, packaging concern}(nselect:0)
{company}(nselect:4) 	 	 {pipeline company}(nselect:0)
{company}(nselect:4) 	 	 {printing concern, printing business, printing company}(nselect:0)
{company}(nselect:4) 	 	 {corporate investor}(nselect:0)
{company}(nselect:4) 	 	 {target company, takeover target}(nselect:0)
{company}(nselect:4) 	 	 {white knight}(nselect:0)
{company}(nselect:4) 	 	 {limited company, Ltd., Ld.}(nselect:0)
{company}(nselect:4) 	 	 {holding company}(nselect:0)
{company}(nselect:4) 	 	 {service}(nselect:0)
{company}(nselect:4) 	 	 {livery company}(nselect:0)
{company}(nselect:4) 	 	 {open shop}(nselect:0)
{company}(nselect:4) 	 	 {closed shop}(nselect:0)
{company}(nselect:4) 	 	 {union shop}(nselect:0)
{company}(nselect:4) 	 	 {stock company}(nselect:0)
{company}(nselect:4) 	 	 {joint-stock company}(nselect:0)
{company}(nselect:4) 	 	 {record company}(nselect:0)
{company}(nselect:4) 	 	 {mover, public mover, moving company, removal firm, removal company}(nselect:0)
{company}(nselect:4) 	 	 {think tank, think factory}(nselect:0)
{company}(nselect:4) 	 	 {shipper}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {enterprise}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {defense, defence, defense force, defence force}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {establishment}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {fire brigade, fire company}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {company, troupe}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {unit, social unit}(nselect:0)
{unit, social unit}(nselect:0) 	 	 {administrative unit, administrative body}(nselect:0)
{administrative unit, administrative body}(nselect:0) 	 	 {committee, commission}(nselect:0)
{committee, commission}(nselect:0) 	 	 {Economic and Social Council commission, ECOSOC commission}(nselect:0)
{committee, commission}(nselect:0) 	 	 {blue ribbon commission, blue ribbon committee}(nselect:0)
{committee, commission}(nselect:0) 	 	 {election commission}(nselect:0)
{committee, commission}(nselect:0) 	 	 {fairness commission}(nselect:0)
{committee, commission}(nselect:0) 	 	 {planning commission}(nselect:0)
{committee, commission}(nselect:0) 	 	 {conservancy}(nselect:0)
{committee, commission}(nselect:0) 	 	 {select committee}(nselect:0)
{committee, commission}(nselect:0) 	 	 {subcommittee}(nselect:0)
{committee, commission}(nselect:0) 	 	 {standing committee}(nselect:0)
{committee, commission}(nselect:0) 	 	 {steering committee}(nselect:0)
{committee, commission}(nselect:0) 	 	 {ethics committee, ethics panel}(nselect:0)
{committee, commission}(nselect:0) 	 	 {finance committee}(nselect:0)
{committee, commission}(nselect:0) 	 	 {politburo}(nselect:0)
{committee, commission}(nselect:0) 	 	 {political action committee, PAC}(nselect:0)
{committee, commission}(nselect:0) 	 	 {presidium, praesidium}(nselect:0)
{committee, commission}(nselect:0) 	 	 {zoning commission}(nselect:0)
{committee, commission}(nselect:0) 	 	 {jury, panel}(nselect:0)
{committee, commission}(nselect:0) 	 	 {vestry}(nselect:0)
{committee, commission}(nselect:0) 	 	 {board}(nselect:6)
{board}(nselect:6) 	 	 {appeal board, appeals board, board of appeals}(nselect:0)
{board}(nselect:6) 	 	 {board of selectmen}(nselect:0)
{board}(nselect:6) 	 	 {Federal Reserve Board}(nselect:0)
{board}(nselect:6) 	 	 {governing board}(nselect:0)
{board}(nselect:6) 	 	 {directorate, board of directors}(nselect:0)
{board}(nselect:6) 	 	 {advisory board, planning board}(nselect:0)
{board}(nselect:6) 	 	 {draft board}(nselect:0)
{board}(nselect:6) 	 	 {school board, board of education}(nselect:0)
{board}(nselect:6) 	 	 {zoning board}(nselect:0)
{administrative unit, administrative body}(nselect:0) 	 	 {agency, federal agency, government agency, bureau, office, authority}(nselect:0)
{agency, federal agency, government agency, bureau, office, authority}(nselect:0) 	 	 {law enforcement agency}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Federal Bureau of Investigation, FBI}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Federal Law Enforcement Training Center, FLETC}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Financial Crimes Enforcement Network, FinCEN}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Bureau of Alcohol Tobacco and Firearms, ATF}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Criminal Investigation Command, CID}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Drug Enforcement Administration, Drug Enforcement Agency, DEA}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Federal Bureau of Prisons, BoP}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {Federal Judiciary}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {National Institute of Justice, NIJ}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {United States Marshals Service, US Marshals Service, Marshals}(nselect:0)
{law enforcement agency}(nselect:0) 	 	 {police, police force, constabulary, law}(nselect:5)
{police, police force, constabulary, law}(nselect:5) 	 	 {Europol, European Law Enforcement Organisation}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {gendarmerie, gendarmery}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {Mutawa'een, Mutawa}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {Royal Canadian Mounted Police, RCMP, Mounties}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {Scotland Yard, New Scotland Yard}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {secret police}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {Schutzstaffel, SS}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {posse, posse comitatus}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {Peace Corps}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {force, personnel}(nselect:0)
{force, personnel}(nselect:0) 	 	 {guerrilla force, guerilla force}(nselect:0)
{force, personnel}(nselect:0) 	 	 {military service, armed service, service}(nselect:0)
{force, personnel}(nselect:0) 	 	 {military, armed forces, armed services, military machine, war machine}(nselect:0)
{force, personnel}(nselect:0) 	 	 {paramilitary, paramilitary force, paramilitary unit, paramilitary organization, paramilitary organisation}(nselect:0)
{force, personnel}(nselect:0) 	 	 {security force, private security force}(nselect:0)
{force, personnel}(nselect:0) 	 	 {military police, MP}(nselect:0)
{force, personnel}(nselect:0) 	 	 {work force, workforce, manpower, hands, men}(nselect:0)
{force, personnel}(nselect:0) 	 	 {patrol}(nselect:0)
{force, personnel}(nselect:0) 	 	 {military personnel, soldiery, troops}(nselect:0)
{force, personnel}(nselect:0) 	 	 {rank and file, rank}(nselect:0)
{force, personnel}(nselect:0) 	 	 {staff}(nselect:0)
{force, personnel}(nselect:0) 	 	 {line personnel}(nselect:0)
{force, personnel}(nselect:0) 	 	 {management personnel}(nselect:0)
{force, personnel}(nselect:0) 	 	 {police, police force, constabulary, law}(nselect:5)
{police, police force, constabulary, law}(nselect:5) 	 	 {Europol, European Law Enforcement Organisation}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {gendarmerie, gendarmery}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {Mutawa'een, Mutawa}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {Royal Canadian Mounted Police, RCMP, Mounties}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {Scotland Yard, New Scotland Yard}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {secret police}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {Schutzstaffel, SS}(nselect:0)
{police, police force, constabulary, law}(nselect:5) 	 	 {posse, posse comitatus}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {union, labor union, trade union, trades union, brotherhood}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {musical organization, musical organisation, musical group}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {machine, political machine}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {machine}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {professional organization, professional organisation}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {alliance, coalition, alignment, alinement}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {federation}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {hierarchy, power structure, pecking order}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {deputation, commission, delegation, delegacy, mission}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {Girl Scouts}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {blue}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {grey, gray}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {host}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {pool}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {party, political party}(nselect:16)
{party, political party}(nselect:16) 	 	 {American Labor Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {American Party, Know-Nothing Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Anti-Masonic Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Black Panthers}(nselect:0)
{party, political party}(nselect:16) 	 	 {Communist Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Conservative Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Constitutional Union Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Democratic Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Democratic-Republican Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Farmer-Labor Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Federalist Party, American Federalist Party, Federal Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Free Soil Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Gironde}(nselect:0)
{party, political party}(nselect:16) 	 	 {Green Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Greenback Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Kuomintang, Guomindang}(nselect:0)
{party, political party}(nselect:16) 	 	 {labor party, labour party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Liberal Democrat Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Liberal Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Liberty Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Militant Tendency}(nselect:0)
{party, political party}(nselect:16) 	 	 {National Socialist German Workers' Party, Nazi Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {People's Party, Populist Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Progressive Party, Bull Moose Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Prohibition Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Republican Party, GOP}(nselect:0)
{party, political party}(nselect:16) 	 	 {Social Democratic Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Socialist Labor Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Socialist Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {States' Rights Democratic Party, Dixiecrats}(nselect:0)
{party, political party}(nselect:16) 	 	 {war party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Whig Party}(nselect:0)
{party, political party}(nselect:16) 	 	 {third party}(nselect:0)
{party, political party}(nselect:16) 	 	 {Opposition}(nselect:3)
{social group}(nselect:0) 	 	 {body}(nselect:0)
{body}(nselect:0) 	 	 {public}(nselect:0)
{body}(nselect:0) 	 	 {Christendom, Christianity}(nselect:0)
{body}(nselect:0) 	 	 {church}(nselect:0)
{body}(nselect:0) 	 	 {Sacred College, College of Cardinals}(nselect:0)
{body}(nselect:0) 	 	 {administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {Curia}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {top brass}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {executive}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {county council}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {government officials, officialdom}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {management}(nselect:0)
{administration, governance, governing body, establishment, brass, organization, organisation}(nselect:0) 	 	 {judiciary, bench}(nselect:5)
{body}(nselect:0) 	 	 {corps}(nselect:0)
{body}(nselect:0) 	 	 {constituency}(nselect:0)
{body}(nselect:0) 	 	 {electoral college}(nselect:0)
{body}(nselect:0) 	 	 {college}(nselect:0)
{body}(nselect:0) 	 	 {university}(nselect:0)
{body}(nselect:0) 	 	 {staff, faculty}(nselect:0)
{body}(nselect:0) 	 	 {representation}(nselect:0)
{body}(nselect:0) 	 	 {colony, settlement}(nselect:0)
{body}(nselect:0) 	 	 {ulema, ulama}(nselect:0)
{body}(nselect:0) 	 	 {leadership, leaders}(nselect:0)
{body}(nselect:0) 	 	 {militia}(nselect:0)
{body}(nselect:0) 	 	 {membership, rank}(nselect:0)
{body}(nselect:0) 	 	 {occupational group, vocation}(nselect:0)
{body}(nselect:0) 	 	 {opposition}(nselect:4)
{opposition}(nselect:4) 	 	 {Iraqi National Congress, INC}(nselect:0)
{body}(nselect:0) 	 	 {immigration}(nselect:0)
{body}(nselect:0) 	 	 {inspectorate}(nselect:0)
{body}(nselect:0) 	 	 {jury}(nselect:0)
{body}(nselect:0) 	 	 {panel}(nselect:0)
{body}(nselect:0) 	 	 {panel, venire}(nselect:0)
