root(nselect:0) 	 	 Verbo(nselect:0)
{activity}(nselect:0) 	 	 {dismantling, dismantlement, disassembly}(nselect:0)
{activity}(nselect:0) 	 	 {puncture}(nselect:0)
{activity}(nselect:0) 	 	 {search, hunt, hunting}(nselect:0)
{activity}(nselect:0) 	 	 {use, usage, utilization, utilisation, employment, exercise}(nselect:0)
{activity}(nselect:0) 	 	 {operation, military operation}(nselect:0)
{activity}(nselect:0) 	 	 {measurement, measuring, measure, mensuration}(nselect:0)
{activity}(nselect:0) 	 	 {calibration, standardization, standardisation}(nselect:0)
{activity}(nselect:0) 	 	 {organization, organisation}(nselect:0)
{activity}(nselect:0) 	 	 {grouping}(nselect:0)
{activity}(nselect:0) 	 	 {support, supporting}(nselect:0)
{activity}(nselect:0) 	 	 {continuance, continuation}(nselect:0)
{continuance, continuation}(nselect:0) 	 	 {repetition, repeating}(nselect:0)
{continuance, continuation}(nselect:0) 	 	 {perseverance, persistence, perseveration}(nselect:0)
{continuance, continuation}(nselect:0) 	 	 {abidance}(nselect:0)
{continuance, continuation}(nselect:0) 	 	 {pursuance, prosecution}(nselect:0)
{continuance, continuation}(nselect:0) 	 	 {survival}(nselect:0)
{continuance, continuation}(nselect:0) 	 	 {prolongation, protraction, perpetuation, lengthening}(nselect:5)
{activity}(nselect:0) 	 	 {procedure, process}(nselect:0)
{activity}(nselect:0) 	 	 {ceremony}(nselect:0)
{activity}(nselect:0) 	 	 {ceremony}(nselect:0)
{activity}(nselect:0) 	 	 {worship}(nselect:0)
{activity}(nselect:0) 	 	 {energizing, activating, activation}(nselect:0)
{activity}(nselect:0) 	 	 {concealment, concealing, hiding}(nselect:0)
{activity}(nselect:0) 	 	 {placement, location, locating, position, positioning, emplacement}(nselect:0)
{activity}(nselect:0) 	 	 {provision, supply, supplying}(nselect:0)
{activity}(nselect:0) 	 	 {demand}(nselect:0)
{activity}(nselect:0) 	 	 {pleasure}(nselect:0)
{activity}(nselect:0) 	 	 {enjoyment, delectation}(nselect:0)
{activity}(nselect:0) 	 	 {lamentation, mourning}(nselect:0)
{activity}(nselect:0) 	 	 {laughter}(nselect:0)
{activity}(nselect:0) 	 	 {market, marketplace, market place}(nselect:0)
{activity}(nselect:0) 	 	 {politics}(nselect:0)
{activity}(nselect:0) 	 	 {preparation, readying}(nselect:0)
{activity}(nselect:0) 	 	 {aid, assist, assistance, help}(nselect:0)
{activity}(nselect:0) 	 	 {support}(nselect:0)
{activity}(nselect:0) 	 	 {behavior, behaviour, conduct, doings}(nselect:0)
{activity}(nselect:0) 	 	 {behavior, behaviour}(nselect:0)
{activity}(nselect:0) 	 	 {leadership, leading}(nselect:0)
{activity}(nselect:0) 	 	 {precession, precedence, precedency}(nselect:0)
{activity}(nselect:0) 	 	 {solo}(nselect:0)
{activity}(nselect:0) 	 	 {buzz}(nselect:0)
{activity}(nselect:0) 	 	 {fun}(nselect:0)
{activity}(nselect:0) 	 	 {sin, hell}(nselect:0)
{activity}(nselect:0) 	 	 {release, outlet, vent}(nselect:0)
{activity}(nselect:0) 	 	 {last}(nselect:0)
{activity}(nselect:0) 	 	 {mystification, obfuscation}(nselect:0)
{activity}(nselect:0) 	 	 {negotiation}(nselect:0)
{activity}(nselect:0) 	 	 {verbalization, verbalisation}(nselect:0)
{activity}(nselect:0) 	 	 {perturbation, disturbance}(nselect:0)
{activity}(nselect:0) 	 	 {timekeeping}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {action}(nselect:0)
{action}(nselect:0) 	 	 {choice, selection, option, pick}(nselect:0)
{choice, selection, option, pick}(nselect:0) 	 	 {casting}(nselect:0)
{choice, selection, option, pick}(nselect:0) 	 	 {coloration, colouration}(nselect:0)
{choice, selection, option, pick}(nselect:0) 	 	 {sampling}(nselect:0)
{choice, selection, option, pick}(nselect:0) 	 	 {decision, determination, conclusion}(nselect:0)
{decision, determination, conclusion}(nselect:0) 	 	 {move}(nselect:0)
{move}(nselect:0) 	 	 {maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:4)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:4) 	 	 {parking}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:4) 	 	 {device, gimmick, twist}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:4) 	 	 {feint}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:4) 	 	 {footwork}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:4) 	 	 {ploy, gambit, stratagem}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:4) 	 	 {ruse, artifice}(nselect:0)
{maneuver, manoeuvre, tactical maneuver, tactical manoeuvre}(nselect:4) 	 	 {measure, step}(nselect:4)
{measure, step}(nselect:4) 	 	 {countermeasure}(nselect:0)
{measure, step}(nselect:4) 	 	 {shark repellent, porcupine provision}(nselect:0)
{measure, step}(nselect:4) 	 	 {precaution, safeguard, guard}(nselect:0)
{move}(nselect:0) 	 	 {demarche}(nselect:0)
{choice, selection, option, pick}(nselect:0) 	 	 {volition, willing}(nselect:0)
{choice, selection, option, pick}(nselect:0) 	 	 {election}(nselect:12)
{election}(nselect:12) 	 	 {co-option, co-optation}(nselect:0)
{election}(nselect:12) 	 	 {cumulative vote}(nselect:0)
{choice, selection, option, pick}(nselect:0) 	 	 {vote, ballot, voting, balloting}(nselect:17)
{vote, ballot, voting, balloting}(nselect:17) 	 	 {block vote}(nselect:0)
{vote, ballot, voting, balloting}(nselect:17) 	 	 {secret ballot}(nselect:0)
{vote, ballot, voting, balloting}(nselect:17) 	 	 {split ticket}(nselect:0)
{vote, ballot, voting, balloting}(nselect:17) 	 	 {straight ticket}(nselect:0)
{vote, ballot, voting, balloting}(nselect:17) 	 	 {multiple voting}(nselect:0)
{vote, ballot, voting, balloting}(nselect:17) 	 	 {casting vote}(nselect:0)
{vote, ballot, voting, balloting}(nselect:17) 	 	 {veto}(nselect:0)
{vote, ballot, voting, balloting}(nselect:17) 	 	 {write-in}(nselect:0)
{action}(nselect:0) 	 	 {change}(nselect:0)
{change}(nselect:0) 	 	 {change of magnitude}(nselect:0)
{change of magnitude}(nselect:0) 	 	 {increase, step-up}(nselect:0)
{change of magnitude}(nselect:0) 	 	 {decrease, diminution, reduction, step-down}(nselect:4)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {cut}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {moderation, mitigation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {lowering}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {cutback}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {devaluation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {devitalization, devitalisation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {extenuation, mitigation, palliation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {easing, easement, alleviation, relief}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {de-escalation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {minimization, minimisation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {depletion}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {shortening}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {shrinking}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {subtraction, deduction}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {deflation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {discount, price reduction, deduction}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {rollback}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {weakening}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {depreciation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {contraction}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {reverse split, reverse stock split, split down}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {amortization, amortisation}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {declassification}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {tax shelter, shelter}(nselect:0)
{decrease, diminution, reduction, step-down}(nselect:4) 	 	 {tax credit}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {group action}(nselect:0)
{group action}(nselect:0) 	 	 {due process, due process of law}(nselect:0)
{due process, due process of law}(nselect:0) 	 	 {judgment, judgement, judicial decision}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {reversal}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {affirmation}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {confession of judgment, confession of judgement, cognovit judgment, cognovit judgement}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {default judgment, default judgement, judgment by default, judgement by default}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {non prosequitur, non pros}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {final judgment, final decision}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {judgment in personam, judgement in personam, personal judgment, personal judgement}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {judgment in rem, judgement in rem}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {judgment on the merits, judgement on the merits}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {summary judgment, summary judgement, judgment on the pleadings, judgement on the pleadings}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {arbitration, arbitrament, arbitrement}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {opinion, ruling}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {finding}(nselect:0)
{judgment, judgement, judicial decision}(nselect:0) 	 	 {judgment of dismissal, judgement of dismissal, dismissal}(nselect:6)
{due process, due process of law}(nselect:0) 	 	 {proceeding, legal proceeding, proceedings}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {foreclosure}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {intervention}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {procedure}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {lawsuit, suit, case, cause, causa}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {adoption}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {appeal}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {bankruptcy}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {receivership}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {litigation, judicial proceeding}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {naturalization, naturalisation}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {trial}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {review}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {hearing}(nselect:0)
{proceeding, legal proceeding, proceedings}(nselect:0) 	 	 {legal action, action, action at law}(nselect:4)
{legal action, action, action at law}(nselect:4) 	 	 {antitrust case}(nselect:0)
{legal action, action, action at law}(nselect:4) 	 	 {civil action}(nselect:0)
{legal action, action, action at law}(nselect:4) 	 	 {counterclaim}(nselect:0)
{legal action, action, action at law}(nselect:4) 	 	 {custody case}(nselect:0)
{legal action, action, action at law}(nselect:4) 	 	 {lis pendens}(nselect:0)
{legal action, action, action at law}(nselect:4) 	 	 {prosecution, criminal prosecution}(nselect:0)
{legal action, action, action at law}(nselect:4) 	 	 {test case, test suit}(nselect:0)
{group action}(nselect:0) 	 	 {vote}(nselect:0)
{vote}(nselect:0) 	 	 {election}(nselect:0)
{election}(nselect:0) 	 	 {reelection}(nselect:0)
{election}(nselect:0) 	 	 {general election}(nselect:0)
{election}(nselect:0) 	 	 {primary, primary election}(nselect:0)
{election}(nselect:0) 	 	 {by-election, bye-election}(nselect:0)
{election}(nselect:0) 	 	 {runoff}(nselect:4)
{group action}(nselect:0) 	 	 {transaction, dealing, dealings}(nselect:0)
{transaction, dealing, dealings}(nselect:0) 	 	 {commerce, commercialism, mercantilism}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {trading}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {trade}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {e-commerce}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {exchange, interchange}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {initial public offering, IPO, initial offering}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {commercial enterprise, business enterprise, business}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {carriage trade}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {importing, importation}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {exporting, exportation}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {marketing}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {distribution}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {selling, merchandising, marketing}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bait and switch}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {private treaty}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bootlegging}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {bootlegging}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {capitalization, capitalisation}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {retail}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {wholesale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {syndication}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {dumping}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {dutch auction}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {retailing}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {telemarketing, teleselling, telecommerce}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {vending, peddling, hawking, vendition}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {resale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {sale}(nselect:0)
{selling, merchandising, marketing}(nselect:0) 	 	 {sale}(nselect:4)
{sale}(nselect:4) 	 	 {divestiture}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {traffic}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {evasion, nonpayment}(nselect:0)
{commerce, commercialism, mercantilism}(nselect:0) 	 	 {payment, defrayal, defrayment}(nselect:4)
{payment, defrayal, defrayment}(nselect:4) 	 	 {amortization, amortisation}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {fee splitting}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {overpayment}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {prepayment}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {ransom}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {refund, repayment}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {remuneration}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {rendering}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {spending, disbursement, disbursal, outlay}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {tribute}(nselect:0)
{payment, defrayal, defrayment}(nselect:4) 	 	 {underpayment}(nselect:0)
{group action}(nselect:0) 	 	 {procession}(nselect:0)
{group action}(nselect:0) 	 	 {military action, action}(nselect:0)
{group action}(nselect:0) 	 	 {conflict, struggle, battle}(nselect:0)
{group action}(nselect:0) 	 	 {revolution}(nselect:0)
{group action}(nselect:0) 	 	 {social activity}(nselect:0)
{group action}(nselect:0) 	 	 {communalism}(nselect:0)
{group action}(nselect:0) 	 	 {confederation, alliance}(nselect:0)
{group action}(nselect:0) 	 	 {decolonization, decolonisation}(nselect:0)
{group action}(nselect:0) 	 	 {disbandment}(nselect:0)
{group action}(nselect:0) 	 	 {disestablishment}(nselect:0)
{group action}(nselect:0) 	 	 {stampede}(nselect:0)
{group action}(nselect:0) 	 	 {social control}(nselect:0)
{social control}(nselect:0) 	 	 {management, direction}(nselect:0)
{management, direction}(nselect:0) 	 	 {authorization, authorisation, empowerment}(nselect:0)
{authorization, authorisation, empowerment}(nselect:0) 	 	 {commission, commissioning}(nselect:0)
{commission, commissioning}(nselect:0) 	 	 {mandate}(nselect:9)
{group action}(nselect:0) 	 	 {coup d'etat, coup, putsch, takeover}(nselect:0)
{group action}(nselect:0) 	 	 {internationalization, internationalisation}(nselect:0)
{group action}(nselect:0) 	 	 {nationalization, nationalisation}(nselect:0)
{group action}(nselect:0) 	 	 {exchange, interchange}(nselect:0)
{group action}(nselect:0) 	 	 {rally, exchange}(nselect:0)
{group action}(nselect:0) 	 	 {submission, compliance}(nselect:0)
{group action}(nselect:0) 	 	 {competition, contention, rivalry}(nselect:0)
{group action}(nselect:0) 	 	 {resistance}(nselect:0)
{group action}(nselect:0) 	 	 {nonresistance}(nselect:0)
{group action}(nselect:0) 	 	 {action}(nselect:0)
{group action}(nselect:0) 	 	 {legalization, legalisation, legitimation}(nselect:0)
{group action}(nselect:0) 	 	 {separation}(nselect:0)
{group action}(nselect:0) 	 	 {integration, integrating, desegregation}(nselect:0)
{group action}(nselect:0) 	 	 {cooperation}(nselect:0)
{group action}(nselect:0) 	 	 {brainstorming}(nselect:0)
{group action}(nselect:0) 	 	 {assembly, assemblage, gathering}(nselect:0)
{group action}(nselect:0) 	 	 {attendance, attending}(nselect:0)
{group action}(nselect:0) 	 	 {nonattendance}(nselect:0)
{group action}(nselect:0) 	 	 {return, paying back, getting even}(nselect:0)
{group action}(nselect:0) 	 	 {democratization, democratisation}(nselect:0)
{group action}(nselect:0) 	 	 {non-engagement, nonparticipation, non-involvement}(nselect:0)
{group action}(nselect:0) 	 	 {ethnic cleansing}(nselect:0)
{group action}(nselect:0) 	 	 {socialization, socialisation}(nselect:0)
{group action}(nselect:0) 	 	 {engagement, participation, involvement, involution}(nselect:5)
{engagement, participation, involvement, involution}(nselect:5) 	 	 {commitment}(nselect:0)
{engagement, participation, involvement, involution}(nselect:5) 	 	 {intervention, intercession}(nselect:0)
{engagement, participation, involvement, involution}(nselect:5) 	 	 {group participation}(nselect:0)
{act, deed, human action, human activity}(nselect:0) 	 	 {nonaccomplishment, nonachievement}(nselect:0)
{nonaccomplishment, nonachievement}(nselect:0) 	 	 {mistake, error, fault}(nselect:0)
{mistake, error, fault}(nselect:0) 	 	 {omission, skip}(nselect:0)
{omission, skip}(nselect:0) 	 	 {failure}(nselect:0)
{failure}(nselect:0) 	 	 {disappointment, dashing hopes}(nselect:0)
{failure}(nselect:0) 	 	 {copout}(nselect:0)
{failure}(nselect:0) 	 	 {breach}(nselect:3)
{breach}(nselect:3) 	 	 {breach of contract}(nselect:0)
{breach}(nselect:3) 	 	 {breach of duty}(nselect:0)
{event}(nselect:0) 	 	 {happening, occurrence, occurrent, natural event}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {trouble}(nselect:0)
{trouble}(nselect:0) 	 	 {misfortune, bad luck}(nselect:0)
{trouble}(nselect:0) 	 	 {affliction}(nselect:0)
{trouble}(nselect:0) 	 	 {convulsion}(nselect:0)
{trouble}(nselect:0) 	 	 {embarrassment}(nselect:0)
{trouble}(nselect:0) 	 	 {hell, blaze}(nselect:0)
{trouble}(nselect:0) 	 	 {onslaught}(nselect:0)
{trouble}(nselect:0) 	 	 {noise, interference, disturbance}(nselect:0)
{trouble}(nselect:0) 	 	 {scandal, outrage}(nselect:4)
{scandal, outrage}(nselect:4) 	 	 {skeleton, skeleton in the closet, skeleton in the cupboard}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {ending, conclusion, finish}(nselect:0)
{ending, conclusion, finish}(nselect:0) 	 	 {stop, halt}(nselect:0)
{stop, halt}(nselect:0) 	 	 {cessation, surcease}(nselect:0)
{stop, halt}(nselect:0) 	 	 {stand, standstill, tie-up}(nselect:4)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {union}(nselect:0)
{union}(nselect:0) 	 	 {amphimixis}(nselect:0)
{union}(nselect:0) 	 	 {combining, combine}(nselect:0)
{union}(nselect:0) 	 	 {fusion, merger, unification}(nselect:7)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {accompaniment, concomitant, attendant, co-occurrence}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {avalanche}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {experience}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {treat}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {miracle}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {wonder, marvel}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {thing}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {episode}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {eventuality, contingency, contingence}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {beginning}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {one-off}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {periodic event, recurrent event}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {change, alteration, modification}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {error, computer error}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {accident, stroke, fortuity, chance event}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {fire}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {incident}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {discharge}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {movement, motion}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {failure}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {success}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {appearance}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {destiny, fate}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {disappearance}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {disappearance}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {contact, impinging, striking}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {finish}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {collapse}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {interruption, break}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {sound}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {news event}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {flash}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {convergence}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {juncture, occasion}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {outburst, burst, flare-up}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {outbreak, eruption, irruption}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {reverse, reversal, setback, blow, black eye}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {boom, bonanza, gold rush, gravy, godsend, manna from heaven, windfall, bunce}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {crash, collapse}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {supervention}(nselect:0)
{happening, occurrence, occurrent, natural event}(nselect:0) 	 	 {case, instance, example}(nselect:6)
{case, instance, example}(nselect:6) 	 	 {humiliation, mortification}(nselect:0)
{case, instance, example}(nselect:6) 	 	 {piece, bit}(nselect:0)
{case, instance, example}(nselect:6) 	 	 {time, clip}(nselect:0)
{abstraction, abstract entity}(nselect:0) 	 	 {group, grouping}(nselect:0)
{group, grouping}(nselect:0) 	 	 {social group}(nselect:0)
{social group}(nselect:0) 	 	 {organization, organisation}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {adhocracy}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {affiliate}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {bureaucracy}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {nongovernmental organization, NGO}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {Tammany Hall, Tammany Society, Tammany}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {fiefdom}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {line of defense, line of defence}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {line organization, line organisation}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {association}(nselect:0)
{association}(nselect:0) 	 	 {American Baptist Convention, Northern Baptist Convention}(nselect:0)
{association}(nselect:0) 	 	 {Southern Baptist Convention}(nselect:0)
{association}(nselect:0) 	 	 {cooperative}(nselect:0)
{association}(nselect:0) 	 	 {club, social club, society, guild, gild, lodge, order}(nselect:0)
{association}(nselect:0) 	 	 {family, fellowship}(nselect:0)
{association}(nselect:0) 	 	 {American Legion}(nselect:0)
{association}(nselect:0) 	 	 {Veterans of Foreign Wars, VFW}(nselect:0)
{association}(nselect:0) 	 	 {league, conference}(nselect:0)
{association}(nselect:0) 	 	 {secret society}(nselect:0)
{association}(nselect:0) 	 	 {consortium, pool, syndicate}(nselect:0)
{association}(nselect:0) 	 	 {professional association}(nselect:0)
{association}(nselect:0) 	 	 {Fabian Society}(nselect:0)
{association}(nselect:0) 	 	 {legion}(nselect:0)
{association}(nselect:0) 	 	 {chamber of commerce}(nselect:0)
{association}(nselect:0) 	 	 {institute}(nselect:0)
{association}(nselect:0) 	 	 {sisterhood, sistership}(nselect:0)
{association}(nselect:0) 	 	 {Association for the Advancement of Retired Persons, AARP}(nselect:0)
{association}(nselect:0) 	 	 {National Association of Realtors}(nselect:0)
{association}(nselect:0) 	 	 {Association of Southeast Asian Nations, ASEAN}(nselect:0)
{association}(nselect:0) 	 	 {gang, pack, ring, mob}(nselect:5)
{gang, pack, ring, mob}(nselect:5) 	 	 {nest}(nselect:0)
{gang, pack, ring, mob}(nselect:5) 	 	 {youth gang}(nselect:0)
{organization, organisation}(nselect:0) 	 	 {polity}(nselect:0)
